Person	Show Title	Episode Title	Rank	Job	Character Name
Lesley Manville	The Crown	Episode #6.4	03	actress	Princess Margaret
Lesley Manville	The Crown	Episode #6.5	03	actress	Princess Margaret
Lesley Manville	The Crown	Episode #6.6	03	actress	Princess Margaret
Lesley Manville	The Crown	Episode #6.7	03	actress	Princess Margaret
Lesley Manville	The Crown	Episode #6.8	03	actress	Princess Margaret
Lesley Manville	The Crown	Episode #6.9	03	actress	Princess Margaret
Lucy Black	The Durrells		09	actress	Florence Petridis
Marion Bailey	The Crown	Coup	03	actress	Queen Elizabeth the Queen Mother
Marion Bailey	The Crown	Dangling Man	03	actress	Queen Elizabeth the Queen Mother
Matt Smith	The Crown	A Company of Men	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Act of God	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Assassins	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Beryl	02	actor	Prince Philip, Duke of Edinburgh
Matt Smith	The Crown	Dear Mrs. Kennedy	02	actor	Prince Philip, Duke of Edinburgh
Matt Smith	The Crown	Gelignite	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Gloriana	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Hyde Park Corner	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Lisbon	02	actor	Prince Philip, Duke of Edinburgh
Matt Smith	The Crown	Marionettes	02	actor	Prince Philip, Duke of Edinburgh
Matt Smith	The Crown	Matrimonium	02	actor	Prince Philip, Duke of Edinburgh
Matt Smith	The Crown	Misadventure	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Mystery Man	02	actor	Prince Philip, Duke of Edinburgh
Matt Smith	The Crown	Paterfamilias	02	actor	Prince Philip, Duke of Edinburgh
Matt Smith	The Crown	Pride & Joy	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Scientia Potentia Est	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Smoke and Mirrors	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Vergangenheit	02	actor	Prince Philip, Duke of Edinburgh
Matt Smith	The Crown	Windsor	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown	Wolferton Splash	02	actor	Philip, Duke of Edinburgh
Matt Smith	The Crown		04	actor	Philip, Duke of Edinburgh, Prince Philip, Duke of Edinburgh
Michael Nardone	The Night Manager		07	actor	Frisky
Milo Parker	The Durrells		03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #1.1	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #1.2	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #1.3	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #1.4	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #1.5	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #1.6	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #2.1	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #2.2	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #2.3	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #2.4	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #2.5	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #2.6	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #3.1	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #3.2	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #3.3	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #3.4	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #3.5	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #3.6	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #3.7	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #3.8	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #4.1	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #4.2	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #4.3	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #4.4	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #4.5	03	actor	Gerald Durrell
Milo Parker	The Durrells	Episode #4.6	03	actor	Gerald Durrell
Nader Boussandel	The Night Manager	Episode #1.1	03	actor	Maitre D
Nancy Baldwin	The Night Manager	Episode #1.2	02	actress	Jed's Mother
Niall MacCormick	The Durrells	Episode #3.5	05	director	
Niall MacCormick	The Durrells	Episode #3.6	05	director	
Niall MacCormick	The Durrells	Episode #3.7	05	director	
Niall MacCormick	The Durrells	Episode #3.8	05	director	
Nick Payne	The Crown	Assassins	07	writer	
Nick Payne	The Crown	Smoke and Mirrors	07	writer	
Nick Payne	The Crown	Windsor	07	writer	
Noah Jupe	The Night Manager	Episode #1.2	03	actor	Daniel Roper
Noah Jupe	The Night Manager	Episode #1.4	04	actor	Daniel Roper
Olivia Colman	The Crown	Aberfan	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Bubbikins	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Coup	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Cri de Coeur	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Dangling Man	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.1	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.10	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.2	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.3	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.4	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.5	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.6	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.7	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.8	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Episode #4.9	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Imbroglio	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Margaretology	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Moondust	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Olding	01	actress	Queen Elizabeth II
Olivia Colman	The Crown	Tywysog Cymru	01	actress	Queen Elizabeth II
Olivia Colman	The Crown		02	actress	Queen Elizabeth II
Olivia Colman	The Night Manager		04	actress	Angela Burr
Peter Morgan	The Crown		05	writer	
Peter Morgan	The Crown	Episode #4.10	05	writer	
Peter Morgan	The Crown	Episode #4.2	05	writer	
Peter Morgan	The Crown	Episode #4.4	05	writer	
Peter Morgan	The Crown	Episode #4.5	05	writer	
Peter Morgan	The Crown	Episode #4.7	05	writer	
Peter Morgan	The Crown	Episode #4.9	05	writer	
Peter Morgan	The Crown	Episode #5.1	05	writer	
Peter Morgan	The Crown	Episode #5.10	05	writer	
Peter Morgan	The Crown	Episode #5.2	05	writer	
Peter Morgan	The Crown	Episode #5.3	05	writer	
Peter Morgan	The Crown	Episode #5.4	05	writer	
Peter Morgan	The Crown	Episode #5.5	05	writer	
Peter Morgan	The Crown	Episode #5.6	05	writer	
Peter Morgan	The Crown	Episode #5.7	05	writer	
Peter Morgan	The Crown	Episode #5.8	05	writer	
Peter Morgan	The Crown	Episode #5.9	05	writer	
Peter Morgan	The Crown	Episode #6.1	05	writer	
Peter Morgan	The Crown	Episode #6.10	05	writer	
Peter Morgan	The Crown	Episode #6.2	05	writer	
Peter Morgan	The Crown	Episode #6.3	05	writer	
Peter Morgan	The Crown	Episode #6.4	05	writer	
Peter Morgan	The Crown	Episode #6.5	05	writer	
Peter Morgan	The Crown	Episode #6.6	05	writer	
Peter Morgan	The Crown	Episode #6.7	05	writer	
Peter Morgan	The Crown	Episode #6.8	05	writer	
Peter Morgan	The Crown	Episode #6.9	05	writer	
Peter Morgan	The Crown	A Company of Men	06	writer	
Peter Morgan	The Crown	Aberfan	06	writer	
Peter Morgan	The Crown	Act of God	06	writer	
Peter Morgan	The Crown	Assassins	06	writer	
Peter Morgan	The Crown	Beryl	06	writer	
Peter Morgan	The Crown	Bubbikins	06	writer	
Peter Morgan	The Crown	Coup	06	writer	
Peter Morgan	The Crown	Cri de Coeur	06	writer	
Peter Morgan	The Crown	Dangling Man	06	writer	
Peter Morgan	The Crown	Dear Mrs. Kennedy	06	writer	
Peter Morgan	The Crown	Episode #4.1	06	writer	
Peter Morgan	The Crown	Episode #4.3	06	writer	
Peter Morgan	The Crown	Episode #4.6	06	writer	
Peter Morgan	The Crown	Episode #4.8	06	writer	
Peter Morgan	The Crown	Gelignite	06	writer	
Peter Morgan	The Crown	Gloriana	06	writer	
Peter Morgan	The Crown	Hyde Park Corner	06	writer	
Peter Morgan	The Crown	Imbroglio	06	writer	
Peter Morgan	The Crown	Lisbon	06	writer	
Peter Morgan	The Crown	Margaretology	06	writer	
Peter Morgan	The Crown	Marionettes	06	writer	
Peter Morgan	The Crown	Matrimonium	06	writer	
Peter Morgan	The Crown	Misadventure	06	writer	
Peter Morgan	The Crown	Moondust	06	writer	
Peter Morgan	The Crown	Mystery Man	06	writer	
Peter Morgan	The Crown	Olding	06	writer	
Peter Morgan	The Crown	Paterfamilias	06	writer	
Peter Morgan	The Crown	Pride & Joy	06	writer	
Peter Morgan	The Crown	Scientia Potentia Est	06	writer	
Peter Morgan	The Crown	Smoke and Mirrors	06	writer	
Peter Morgan	The Crown	Tywysog Cymru	06	writer	
Peter Morgan	The Crown	Vergangenheit	06	writer	
Peter Morgan	The Crown	Windsor	06	writer	
Peter Morgan	The Crown	Wolferton Splash	06	writer	
Philip Martin	The Crown	A Company of Men	05	director	
Philip Martin	The Crown	Gloriana	05	director	
Philip Martin	The Crown	Lisbon	05	director	
Philip Martin	The Crown	Misadventure	05	director	
Philip Martin	The Crown	Pride & Joy	05	director	
Philip Martin	The Crown	Smoke and Mirrors	05	director	
Philip Martin	The Crown	Windsor	05	director	
Philippa Lowthorpe	The Crown	Marionettes	05	director	
Philippa Lowthorpe	The Crown	Vergangenheit	05	director	
Pip Torrens	The Crown		10	actor	Tommy Lascelles
Rachel Sophia-Anthony	The Crown	Episode #5.1	06	actress	Ghana Guest
Robert Cavanah	The Crown	Episode #4.9	04	actor	Psychiatrist
Roger Goldby	The Durrells	Episode #1.4	05	director	
Roger Goldby	The Durrells	Episode #1.5	05	director	
Roger Goldby	The Durrells	Episode #1.6	05	director	
Roger Goldby	The Durrells	Episode #3.1	05	director	
Roger Goldby	The Durrells	Episode #3.2	05	director	
Roger Goldby	The Durrells	Episode #3.3	05	director	
Roger Goldby	The Durrells	Episode #3.4	05	director	
Roger Goldby	The Durrells	Episode #4.1	05	director	
Roger Goldby	The Durrells	Episode #4.2	05	director	
Roger Goldby	The Durrells	Episode #4.3	05	director	
Samuel Donovan	The Crown	Dangling Man	05	director	
Samuel Donovan	The Crown	Imbroglio	05	director	
Sara Stewart	The Night Manager	Episode #1.6	03	actress	Barbara Vandon
Simon Nye	The Durrells	Episode #1.1	06	writer	
Simon Nye	The Durrells	Episode #1.2	06	writer	
Simon Nye	The Durrells	Episode #1.3	06	writer	
Simon Nye	The Durrells	Episode #1.4	06	writer	
Simon Nye	The Durrells	Episode #1.5	06	writer	
Simon Nye	The Durrells	Episode #1.6	06	writer	
Simon Nye	The Durrells	Episode #2.1	06	writer	
Simon Nye	The Durrells	Episode #2.2	06	writer	
Simon Nye	The Durrells	Episode #2.3	06	writer	
Simon Nye	The Durrells	Episode #2.4	06	writer	
Simon Nye	The Durrells	Episode #2.5	06	writer	
Simon Nye	The Durrells	Episode #2.6	06	writer	
Simon Nye	The Durrells	Episode #3.1	06	writer	
Simon Nye	The Durrells	Episode #3.2	06	writer	
Simon Nye	The Durrells	Episode #3.3	06	writer	
Simon Nye	The Durrells	Episode #3.4	06	writer	
Simon Nye	The Durrells	Episode #3.5	06	writer	
Simon Nye	The Durrells	Episode #3.6	06	writer	
Simon Nye	The Durrells	Episode #3.7	06	writer	
Simon Nye	The Durrells	Episode #3.8	06	writer	
Simon Nye	The Durrells	Episode #4.1	06	writer	
Simon Nye	The Durrells	Episode #4.2	06	writer	
Simon Nye	The Durrells	Episode #4.3	06	writer	
Simon Nye	The Durrells	Episode #4.4	06	writer	
Simon Nye	The Durrells	Episode #4.5	06	writer	
Simon Nye	The Durrells	Episode #4.6	06	writer	
Stephen Daldry	The Crown	Dear Mrs. Kennedy	05	director	
Stephen Daldry	The Crown	Hyde Park Corner	05	director	
Stephen Daldry	The Crown	Paterfamilias	05	director	
Stephen Daldry	The Crown	Wolferton Splash	05	director	
Steve Barron	The Durrells	Episode #1.1	05	director	
Steve Barron	The Durrells	Episode #1.2	05	director	
Steve Barron	The Durrells	Episode #1.3	05	director	
Steve Barron	The Durrells	Episode #2.1	05	director	
Steve Barron	The Durrells	Episode #2.2	05	director	
Steve Barron	The Durrells	Episode #2.3	05	director	
Steve Barron	The Durrells	Episode #4.4	05	director	
Steve Barron	The Durrells	Episode #4.5	05	director	
Steve Barron	The Durrells	Episode #4.6	05	director	
Susanne Bier	The Night Manager	Episode #1.1	05	director	
Susanne Bier	The Night Manager	Episode #1.2	05	director	
Susanne Bier	The Night Manager	Episode #1.3	05	director	
Susanne Bier	The Night Manager	Episode #1.4	05	director	
Susanne Bier	The Night Manager	Episode #1.5	05	director	
Susanne Bier	The Night Manager	Episode #1.6	05	director	
Tobias Menzies	The Crown	Aberfan	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Bubbikins	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Coup	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Cri de Coeur	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Dangling Man	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Episode #4.4	02	actor	Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Imbroglio	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Margaretology	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Moondust	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Olding	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Tywysog Cymru	02	actor	Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Episode #4.1	04	actor	Philip, Duke of Edinburgh
Tobias Menzies	The Crown		06	actor	Philip, Duke of Edinburgh, Prince Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Episode #4.5	08	actor	Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Episode #4.2	09	actor	Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Episode #4.10	10	actor	Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Episode #4.6	10	actor	Philip, Duke of Edinburgh
Tobias Menzies	The Crown	Episode #4.7	10	actor	Philip, Duke of Edinburgh
Tobias Menzies	The Night Manager	Episode #1.6	01	actor	Geoffrey Dromgoole
Tom Edge	The Crown	Gloriana	07	writer	
Tom Edge	The Crown	Paterfamilias	07	writer	
Tom Edge	The Crown	Pride & Joy	07	writer	
Tom Edge	The Crown	Smoke and Mirrors	08	writer	
Tom Edge	The Crown	Windsor	08	writer	
Tom Hiddleston	The Night Manager		02	actor	Jonathan Pine
Tom Hiddleston	The Night Manager	Episode #1.1	02	actor	Jonathan Pine
Tom Hiddleston	The Night Manager	Episode #1.4	02	actor	Jonathan Pine
Tom Hiddleston	The Night Manager	Episode #1.5	02	actor	Jonathan Pine
Tom Hollander	The Night Manager		10	actor	Lance Corkoran
Tuncay Gunes	The Crown	Episode #4.10	09	actor	
Tuncay Gunes	The Crown	Episode #4.7	09	actor	
Tuncay Gunes	The Crown	Episode #4.9	10	actor	
Tábata Cerezo	The Night Manager	Episode #1.3	01	actress	Elena Apostol
Ulric von der Esch	The Durrells		10	actor	Sven
Vanessa Kirby	The Crown	Act of God	03	actress	Princess Margaret
Vanessa Kirby	The Crown	Beryl	03	actress	Princess Margaret
Vanessa Kirby	The Crown	Matrimonium	03	actress	Princess Margaret
Vanessa Kirby	The Crown	Misadventure	03	actress	Princess Margaret
Vanessa Kirby	The Crown	Mystery Man	03	actress	Princess Margaret
Vanessa Kirby	The Crown	A Company of Men	04	actress	Princess Margaret
Vanessa Kirby	The Crown	Assassins	04	actress	Princess Margaret
Vanessa Kirby	The Crown	Dear Mrs. Kennedy	04	actress	Princess Margaret
Vanessa Kirby	The Crown	Gelignite	04	actress	Princess Margaret
Vanessa Kirby	The Crown	Lisbon	04	actress	Princess Margaret
Vanessa Kirby	The Crown	Marionettes	04	actress	Princess Margaret
Vanessa Kirby	The Crown	Pride & Joy	04	actress	Princess Margaret
Vanessa Kirby	The Crown		09	actress	Princess Margaret
Victoria Hamilton	The Crown	A Company of Men	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Assassins	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Dear Mrs. Kennedy	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Gelignite	03	actress	Queen Elizabeth The Queen Mother
Victoria Hamilton	The Crown	Gloriana	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Hyde Park Corner	03	actress	Queen Elizabeth The Queen Mother
Victoria Hamilton	The Crown	Lisbon	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Marionettes	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Pride & Joy	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Scientia Potentia Est	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Smoke and Mirrors	03	actress	Queen Elizabeth The Queen Mother
Victoria Hamilton	The Crown	Vergangenheit	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Windsor	03	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Wolferton Splash	03	actress	Queen Elizabeth
Victoria Hamilton	The Crown	Beryl	04	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Matrimonium	04	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown	Mystery Man	04	actress	Queen Elizabeth the Queen Mother
Victoria Hamilton	The Crown		08	actress	Queen Elizabeth the Queen Mother, Queen Elizabeth The Queen Mother, Queen Elizabeth
Yorgos Karamihos	The Durrells		07	actor	Theo Stephanides, Dr. Theo Stephanides
